artist_name,instagram_url,instagram_handle,tiktok_url,tiktok_handle,youtube_url,youtube_channel_id,soundcloud_url,soundcloud_handle,twitter_url,twitter_handle,facebook_url,website_url
Jolle,https://www.instagram.com/jolle.ptk/,jolle.ptk,https://www.tiktok.com/@jolle.ptk,jolle.ptk,https://www.youtube.com/channel/UC_sYffMhPAya-hNt5Z6vo4g,UC_sYffMhPAya-hNt5Z6vo4g,,,,,,
Bích Phương,,,,,,,,,,,,
Wynne,https://www.instagram.com/sinawynne/,sinawynne,,,https://www.youtube.com/channel/UCfFF1TEANc4KjvIuB_VLIlg,UCfFF1TEANc4KjvIuB_VLIlg,https://soundcloud.com/sinawynne/tracks,tracks,https://twitter.com/wynne,wynne,https://www.facebook.com/wynneraps,https://www.sinawynne.com/
Metrika,,,,,,,,,,,,
Manal,,,,,,,,,,,,
l0rna,,,,,,,,,,,,
Zae,,,,,,,,,,,,
Trina,,,,,,,,,https://twitter.com/trinarockstarr,trinarockstarr,https://www.facebook.com/trinarockstarr,http://www.trina-online.com/
Miri Ben-Ari,https://www.instagram.com/miribenari/,miribenari,,,,,,,https://twitter.com/MiriBenAri,MiriBenAri,,http://miribenari.com/
Lady Kash,https://www.instagram.com/akashikofficial/,akashikofficial,,,https://www.youtube.com/user/ladykashonline,ladykashonline,,,https://twitter.com/ladykashonline,ladykashonline,https://www.facebook.com/ladykashonline,https://ladykashonline.com/
Sarah Guedes,,,,,,,,,,,,
Milly,,,,,,,,,,,,
K. Michelle,https://www.instagram.com/kmichellemusic/,kmichellemusic,,,https://www.youtube.com/channel/UCx5Tqy7lZgSj8NLocGgYZ6g,UCx5Tqy7lZgSj8NLocGgYZ6g,https://soundcloud.com/thekmichelle,thekmichelle,https://twitter.com/kmichelle,kmichelle,https://www.facebook.com/kmichellemusic,http://thekmichelle.com/
Joseline Hernandez,https://www.instagram.com/joseline/,joseline,,,https://www.youtube.com/channel/UCS3EgY5zgpz3lxwiPUSkkag,UCS3EgY5zgpz3lxwiPUSkkag,,,https://twitter.com/msjoseline,msjoseline,https://www.facebook.com/JoselineHernandezOfficial,
Lil Hero,,,,,,,,,,,,
Jorjiana,https://www.instagram.com/jorjiana219/,jorjiana219,,,https://www.youtube.com/@jorjianaworst,@jorjianaworst,,,,,,
Pháo,,,,,,,,,,,,
Mori Calliope,,,https://www.tiktok.com/@moricalliope_hololiveen,moricalliope_hololiveen,https://www.youtube.com/channel/UCL_qhgtOy0dy1Agp8vkySQg,UCL_qhgtOy0dy1Agp8vkySQg,https://soundcloud.com/user-694398002,user-694398002,https://twitter.com/moricalliope,moricalliope,,
Dess Dior,,,,,,,,,,,,
VAGUE003,https://www.instagram.com/vague003/,vague003,,,,,https://soundcloud.com/vague003,vague003,,,,
DEAD BLONDE,https://www.instagram.com/dead__blonde/,dead__blonde,,,,,,,,,,
Baby K,,,,,,,,,,,,
Josef Bratan,,,,,,,,,,,,
SkyDxddy,https://www.instagram.com/skydxddymusic/,skydxddymusic,https://www.tiktok.com/@skydxddymusic,skydxddymusic,https://www.youtube.com/channel/UCl59KZe_6MHwHPmXpZ0hRFA,UCl59KZe_6MHwHPmXpZ0hRFA,,,,,https://www.facebook.com/skydxddymusic,
ELIF,,,,,,,,,,,,
PLAYAMANE,https://www.instagram.com/playamxne/,playamxne,,,https://www.youtube.com/channel/UCnX0-P-d5yz_x_w4-y-pOxA,UCnX0-P-d5yz_x_w4-y-pOxA,https://soundcloud.com/djplayamane,djplayamane,,,,
Stunna Girl,https://www.instagram.com/stunnagirl/,stunnagirl,,,https://www.youtube.com/channel/UC1sYs-TMZs4KFChMIIxtiZQ,UC1sYs-TMZs4KFChMIIxtiZQ,,,,,,
Wonderframe,,,,,,,,,,,,
$hyfromdatre,,,,,,,,,,,,
La Insuperable,https://www.instagram.com/lainsuperable69/,lainsuperable69,,,,,,,,,https://www.facebook.com/LaInsuperableHD,
SAMIRA,,,,,,,,,,,,
Carla Jeffery,,,,,,,,,,,,
Tkay Maidza,https://www.instagram.com/tkaymaidza/,tkaymaidza,,,https://www.youtube.com/channel/UCVuG15mrDK86CYrpYabEJAg,UCVuG15mrDK86CYrpYabEJAg,https://soundcloud.com/tkaymaidza,tkaymaidza,https://twitter.com/TKAYMAIDZA,TKAYMAIDZA,https://www.facebook.com/TkayMaidzaMusic,http://www.tkaymaidza.com/
Lil Mama,,,,,,,,,,,,
Nath,,,,,,,,,,,,
Rapsody,,,,,,,,,https://twitter.com/rapsody,rapsody,https://www.facebook.com/rapsodymusic,http://www.iamrapsody.com/
Qveen Herby,,,,,,,,,,,,
Kreayshawn,,,,,https://www.youtube.com/channel/UCP4vIL84k78_tAM--K9hPtQ,UCP4vIL84k78_tAM--K9hPtQ,https://soundcloud.com/kjdOLLARSIGN,kjdOLLARSIGN,https://twitter.com/kreayshawn,kreayshawn,,http://cargocollective.com/kreayshawn
Babyxsosa,https://www.instagram.com/babyxsosa/,babyxsosa,,,,,https://soundcloud.com/babyxsosa,babyxsosa,,,,https://babyxsosa.com/
Dreezy,,,,,,,,,,,,
AYDEED,https://www.instagram.com/aydeedlicious/,aydeedlicious,,,https://www.youtube.com/channel/UCHbJndZFsQyEX1mcUF3o-Yw,UCHbJndZFsQyEX1mcUF3o-Yw,,,https://twitter.com/aydeedlicious,aydeedlicious,https://www.facebook.com/AYDEED-100147288387167,https://www.aydeed.com/
the buttress,https://www.instagram.com/unabuttress/,unabuttress,,,,,https://soundcloud.com/flyestbuttress,flyestbuttress,https://twitter.com/cockspit,cockspit,https://www.facebook.com/buttressGG,
Saramalacara,,,,,,,,,,,,
bludnymph,,,,,,,,,https://twitter.com/bludnymph,bludnymph,,
Lyna Mahyem,https://www.instagram.com/lynamahyem/,lynamahyem,,,https://www.youtube.com/channel/UCL1HRetzM1V5LYkdglrFH-g,UCL1HRetzM1V5LYkdglrFH-g,,,https://twitter.com/LynaMahyem,LynaMahyem,https://www.facebook.com/LynaMahyemMusic,
Polly Carter,,,,,,,,,,,,
Queen Key,https://www.instagram.com/keyisqueen/,keyisqueen,,,https://www.youtube.com/channel/UCMM1AY6cp5RzQc05zi5z99g,UCMM1AY6cp5RzQc05zi5z99g,,,https://twitter.com/keyisqueen,keyisqueen,,
Uffie,https://www.instagram.com/uffieufficial/,uffieufficial,,,https://www.youtube.com/channel/UCJK_kLv6wxjrwRLxmZu3ZGQ,UCJK_kLv6wxjrwRLxmZu3ZGQ,,,https://twitter.com/UffieUfficial,UffieUfficial,https://www.facebook.com/Uffieofficial,http://www.uffie.tv/
KenTheMan,https://www.instagram.com/imkentheman/,imkentheman,,,https://www.youtube.com/channel/UCrKeNKOZz_Fj_3gPphKcitQ,UCrKeNKOZz_Fj_3gPphKcitQ,,,,,,
Erica Banks,https://www.instagram.com/realericabanks/,realericabanks,,,https://www.youtube.com/ericabanks,ericabanks,https://soundcloud.com/ericabanks,ericabanks,https://twitter.com/realericabanks,realericabanks,https://www.facebook.com/public/Erica-Banks,
Emily,https://www.instagram.com/emilyharpist/,emilyharpist,https://www.tiktok.com/@emilyharpist,emilyharpist,https://www.youtube.com/channel/UCChNhjW49smKB3zssiUjENg,UCChNhjW49smKB3zssiUjENg,,,,,,https://www.emilyharpist.com/
Lucian,,,,,,,,,,,,
Tweet,,,,,,,,,,,,http://www.tweetmusic.com/
Peaches,,,,,https://www.youtube.com/user/PeachesTV,PeachesTV,,,https://twitter.com/Peaches,Peaches,https://www.facebook.com/officialpeaches,http://www.peachesrocks.com/
Nosgov,,,,,,,,,,,,
John Glacier,https://www.instagram.com/johnglacier/,johnglacier,,,https://www.youtube.com/channel/UCMTXYNb877M274klpeSyYaw,UCMTXYNb877M274klpeSyYaw,https://soundcloud.com/johnglacier,johnglacier,,,,
Flyana Boss,,,,,,,,,,,,
Lil Suzy,,,,,,,,,,,,
Dina Ayada,https://www.instagram.com/dinaayada/,dinaayada,,,,,,,,,https://www.facebook.com/dinaayadamusic,
Kamaiyah,https://www.instagram.com/itskamaiyah/,itskamaiyah,https://www.tiktok.com/@kamaiyah,kamaiyah,https://www.youtube.com/Kamaiyah,Kamaiyah,https://soundcloud.com/kamaiyah,kamaiyah,https://twitter.com/kamaiyah,kamaiyah,https://www.facebook.com/itskamaiyah,http://www.itskamaiyah.com/
Tuli,,,,,,,,,,,,
Die P,https://www.instagram.com/mach.platz/,mach.platz,https://www.tiktok.com/@diepmachplatz,diepmachplatz,https://www.youtube.com/channel/UCJNjUbZdkGgMUkd0-c3JBzg,UCJNjUbZdkGgMUkd0-c3JBzg,,,,,https://www.facebook.com/Die-P-1586118904985925,
Alison Limerick,,,,,,,,,,,,
Dee MC,,,,,,,,,,,,
Anna Cathcart,,,,,,,,,,,,
KiNG MALA,https://www.instagram.com/kingmalamusic/,kingmalamusic,https://www.tiktok.com/@kingmalamusic,kingmalamusic,https://www.youtube.com/channel/UCy-FRQ98XcG_FqH2Ppxa5mw,UCy-FRQ98XcG_FqH2Ppxa5mw,https://soundcloud.com/user-221611208,user-221611208,https://twitter.com/kingmalamusic,kingmalamusic,https://www.facebook.com/kingmalamusic,https://www.kingmala.com/
Sampa the Great,,,,,,,,,,,,
Bahamadia,,,,,,,,,,,,http://www.bahamadiamusic.com/
Banshee,https://www.instagram.com/bansheebbyy/,bansheebbyy,,,https://www.youtube.com/channel/UCk8zyI58GhXkAXIycRxDvTw,UCk8zyI58GhXkAXIycRxDvTw,https://soundcloud.com/bansheebby,bansheebby,https://twitter.com/bansheebbyy,bansheebbyy,,https://banshee-shop.myshopify.com/
Sigourney K,,,,,,,,,,,,
Kolera,https://www.instagram.com/kolerap/,kolerap,,,https://www.youtube.com/channel/UCp66eJWB7Npgja8rPL-9Lag,UCp66eJWB7Npgja8rPL-9Lag,,,https://twitter.com/kolerap,kolerap,https://www.facebook.com/KoleraRapResmi,
Mushkaa,https://www.instagram.com/mushkaaa___/,mushkaaa___,,,,,,,https://twitter.com/irmafarelo,irmafarelo,,https://mushkaa.com/
alyona alyona,,,,,,,,,,,,
Nindy Kaur,,,,,,,,,,,,
Nesi,,,,,,,,,,,,
Sha Sha,,,,,,,,,,,,
Da Brat,https://www.instagram.com/sosobrat/,sosobrat,,,https://www.youtube.com/channel/UCe2fgDPwnHmEk8aiH9PlNJw,UCe2fgDPwnHmEk8aiH9PlNJw,,,,,,
Kash Doll,https://www.instagram.com/kashdoll/,kashdoll,,,https://www.youtube.com/channel/UCx5D4Lkkp8aIUBsTfiLpb-g,UCx5D4Lkkp8aIUBsTfiLpb-g,https://soundcloud.com/kashdoll48786,kashdoll48786,https://twitter.com/kashdoll,kashdoll,https://www.facebook.com/KashDoll,http://www.kashdoll.com/
Rozalla,,,,,,,,,,,,
Lola Brooke,https://www.instagram.com/lola.brooke/,lola.brooke,,,https://www.youtube.com/channel/UCA7OkZ7g4QQenRfWZQnsDQg,UCA7OkZ7g4QQenRfWZQnsDQg,,,https://twitter.com/lolabrooke718,lolabrooke718,https://www.facebook.com/LolaBrooke718,
Doda,,,,,,,,,https://twitter.com/dodapoland,dodapoland,,
Cici,,,,,,,,,,,,
Faye 詹雯婷,,,,,,,,,,,,
Noname,https://www.instagram.com/nonamehiding/,nonamehiding,,,,,https://soundcloud.com/noname,noname,https://twitter.com/noname,noname,https://www.facebook.com/noname,http://www.nonamehiding.com/
Yara,,,,,,,,,,,,
Beth Gibbons,,,,,,,,,,,,
Juicy BAE,https://www.instagram.com/lajuicybadass/,lajuicybadass,,,https://www.youtube.com/channel/UC6CoYvadi_8TZFRD1-7VomQ,UC6CoYvadi_8TZFRD1-7VomQ,,,,,,
Amari,,,,,,,,,,,,
Alies,,,,,,,,,,,,
Ms Banks,,,,,,,,,,,,
Anike,https://www.instagram.com/anike/,anike,,,https://www.youtube.com/user/MsPinkSugar96,MsPinkSugar96,https://soundcloud.com/itsanike,itsanike,https://twitter.com/itsAnike_,itsAnike_,https://www.facebook.com/ItsAnike,https://anike.net/
Nivea,,,,,,,,,,,,http://www.niveamusic.com/
Elohim,,,,,,,,,,,,
Yarea,,,,,,,,,,,,
Irepelusa,,,,,,,,,,,,
Stunna Sandy,,,,,,,,,,,,
Alexia,,,,,,,,,,,,
Ayzha Nyree,,,,,,,,,,,,
ALT BLK ERA,https://www.instagram.com/altblkera/,altblkera,https://www.tiktok.com/@altblkera,altblkera,https://www.youtube.com/channel/UC9Qe72RRI-pB38GWIGaSm9A,UC9Qe72RRI-pB38GWIGaSm9A,https://soundcloud.com/altblkera,altblkera,https://twitter.com/ALTBLKERA,ALTBLKERA,https://www.facebook.com/ALTBLKERA,http://www.altblkera.com/
Denden,,,,,,,,,,,,
Debbie Deb,,,,,,,,,,,,
Juyè,,,,,,,,,,,,
Miraa May,https://www.instagram.com/miraa_may/,miraa_may,,,https://www.youtube.com/channel/UCHxaZ3m7zsdA_sKZH2zd_eg,UCHxaZ3m7zsdA_sKZH2zd_eg,https://soundcloud.com/miraa_may,miraa_may,https://twitter.com/miraa_may,miraa_may,https://www.facebook.com/Miraa-May-776139285859987,https://miraamay.com/
Schwesta Ewa,,,,,,,,,,,,
Kaka Azraff,,,,,,,,,,,,
STAR BANDZ,,,,,,,,,,,,
Katja Krasavice,https://www.instagram.com/katjakrasavice/,katjakrasavice,https://www.tiktok.com/@katjakrasavice,katjakrasavice,https://www.youtube.com/channel/UCBpxvYZivHHl-llzZinQwbA,UCBpxvYZivHHl-llzZinQwbA,https://soundcloud.com/katjakrasavice-music,katjakrasavice-music,https://twitter.com/Katja_Krasavice,Katja_Krasavice,https://www.facebook.com/katjakrasavicedieechte,https://katja-krasavice.de/
Leys,,,,,,,,,,,,
KARRAHBOOO,,,,,,,,,,,,
Rockell,,,,,,,,,,,,
МЭЙБИ БЭЙБИ,,,,,,,,,,,,
Numidia,https://www.instagram.com/numidiamusic/,numidiamusic,,,,,,,,,,
Truth Hurts,,,,,,,,,,,,
Nessi,,,,,,,,,,,,
Anycia,,,,,,,,,,,,
Taylour Paige,,,,,,,,,,,,
Laeti,,,,,,,,,,,,
Chloe Flower,,,,,,,,,,,,
Sophie Hunter,,,,,,,,,,,,
Cookiee Kawaii,https://www.instagram.com/therealcookieekawaii/,therealcookieekawaii,https://www.tiktok.com/@cookieekawaii,cookieekawaii,https://www.youtube.com/@CookieeKawaii,@CookieeKawaii,https://soundcloud.com/cookiee-kawaii,cookiee-kawaii,https://twitter.com/cookieekawaii,cookieekawaii,https://www.facebook.com/cookieekawaii973,https://cookiee-kawaii.com/
Lil Kayla,,,,,,,,,,,,
Kath,,,,,,,,,,,,
Paula DeAnda,,,,,,,,,,,,
Lianna,https://www.instagram.com/liannamusic/,liannamusic,,,https://www.youtube.com/user/liannamusica,liannamusica,https://soundcloud.com/lianna,lianna,https://twitter.com/liannamusic,liannamusic,https://www.facebook.com/Liannamusic,http://liannamusic.com/
AGNEZ MO,,,,,,,,,,,,
Tessa,,,,,,,,,,,,
Nenny,,,,,,,,,,,,
Milky,,,,,,,,,,,,
Etta,,,,,,,,,,,,
BESS,,,,,,,,,,,,
Rina,,,,,,,,,,,,
Gugu Mbatha-Raw,,,,,,,,,,,,
Whipped Cream,,,,,,,,,,,,
ADORA,,,,,,,,,,,,
La Zarra,,,,,,,,,,,,
Tatarka,https://www.instagram.com/smelaya_ira/,smelaya_ira,,,https://www.youtube.com/channel/UCOOSjVij3mlBNediltkb-ig,UCOOSjVij3mlBNediltkb-ig,,,https://twitter.com/_esevarai,_esevarai,,
Layla,,,,,,,,,,,,
Dominika Mirgova,,,,,,,,,,,,
Big Freedia,,,,,,,,,,,,
Chy Cartier,,,,,,,https://soundcloud.com/chy-cartier,chy-cartier,,,,
ISSBROKIE,,,,,,,,,,,,
Shannon,,,,,,,,,,,,
Jupiluxe,,,,,,,,,,,,
Abreu,https://www.instagram.com/iamabreu/,iamabreu,,,https://www.youtube.com/user/AnnaAbreuVEVO,AnnaAbreuVEVO,,,https://twitter.com/AAbreuofficial,AAbreuofficial,https://www.facebook.com/iamabreu,
Lous and The Yakuza,,,,,,,,,,,,
Cortisa Star,,,,,,,,,,,,
Gabylonia,,,,,,,,,,,,
Sukihana,https://www.instagram.com/sukihanagoat/,sukihanagoat,,,https://www.youtube.com/channel/UCKUHq3jVCDe3XKY6saff1sw,UCKUHq3jVCDe3XKY6saff1sw,https://soundcloud.com/sukihana,sukihana,https://twitter.com/sukihanagoat,sukihanagoat,,
PiNKII,,,,,,,,,,,,
Lucie Cravero,,,,,,,,,,,,
Ojerime,,,,,,,,,,,,
Florentina,https://www.instagram.com/florentinaofficial/,florentinaofficial,,,,,,,,,https://www.facebook.com/florentinaoffiziell,
9m88,,,,,,,,,,,,
FendiDa Rappa,,,,,,,,,,,,
Olivia Rose,,,,,,,,,,,,
