artist_name,instagram_url,instagram_handle,tiktok_url,tiktok_handle,youtube_url,youtube_channel_id,soundcloud_url,soundcloud_handle,twitter_url,twitter_handle,facebook_url,website_url
N-Dubz,,,,,,,,,https://twitter.com/ndubz,ndubz,https://www.facebook.com/ndubz,http://www.ndubz.com/
Mecna,https://www.instagram.com/mecna/,mecna,,,,,,,https://twitter.com/mecna,mecna,https://www.facebook.com/mecna,http://www.mecnamusic.com/
Kennat,,,,,,,,,,,,
Urbanski,,,,,,,,,,,,
Linear,,,,,,,,,,,,
Skema Boy,,,,,,,,,,,,
nesthewest,,,,,,,,,,,,
god.wifi,https://www.instagram.com/god.wifi/,god.wifi,,,,,https://soundcloud.com/godwifi,godwifi,,,https://www.facebook.com/wifigod,
Laath Saab,,,,,,,,,,,,
Solitario Mondragon,,,,,https://music.youtube.com/channel/UCbOWItkj1h0EUfZRChL-ysg,UCbOWItkj1h0EUfZRChL-ysg,,,,,https://www.facebook.com/share/15JszaXwkR,
Lord Finesse,https://www.instagram.com/lordfinesseditc/,lordfinesseditc,,,https://music.youtube.com/channel/UCHCneQdmpsRV1zm7VFXtxjA,UCHCneQdmpsRV1zm7VFXtxjA,https://soundcloud.com/lord-finesse,lord-finesse,https://twitter.com/lordfinesseditc,lordfinesseditc,,
O.S.T.R.,,,,,,,,,https://twitter.com/ostrmc,ostrmc,https://www.facebook.com/ostr.tabasko,http://www.asfalt.pl/ostr.html
Crackaveli,https://www.instagram.com/crackaveli_bln/,crackaveli_bln,,,,,,,https://twitter.com/crackaveli,crackaveli,https://www.facebook.com/crackaveli,
Derek Pope,,,,,,,,,,,,
Skaiwater,,,,,,,,,https://twitter.com/skaiwater,skaiwater,,
MURDERPLAYA,,,,,,,,,,,,
Stickle,https://www.instagram.com/__stickle__/,__stickle__,,,,,,,,,,
Habstrakt,https://www.instagram.com/habstrakt/,habstrakt,,,https://www.youtube.com/channel/UCaCKOmyPodCqKUP239NmApQ,UCaCKOmyPodCqKUP239NmApQ,https://soundcloud.com/habstrakt,habstrakt,https://twitter.com/habstrakt,habstrakt,https://www.facebook.com/Habstrakt,
Gedz,https://www.instagram.com/gedz_nnjl/,gedz_nnjl,,,,,,,,,https://www.facebook.com/gedziulaaa,
Turisti,https://www.instagram.com/turistiii/,turistiii,,,,,,,https://twitter.com/turistiii,turistiii,,
Subwoffer,,,,,,,,,,,,
Slimcase,https://www.instagram.com/iam_slimcase/,iam_slimcase,,,,,,,https://twitter.com/iamslimcase,iamslimcase,https://www.facebook.com/iamslimcase,
Arsyih Idrak,,,,,,,,,,,,
Lil Suzy,,,,,,,,,https://twitter.com/singerlilsuzy,singerlilsuzy,,
Ero,,,,,,,,,,,,
Wallie the Sensei,https://www.instagram.com/walliethesensei/,walliethesensei,,,,,,,,,,
Ollie Joseph,,,,,,,,,,,,
Lunarrr,,,,,,,,,,,,
Havoc Mathan,,,,,,,,,,,,
PIZZALI,https://www.instagram.com/pizzzalit/,pizzzalit,,,https://www.youtube.com/channel/UCdNPM5TWy2s4kMwcmJ_2c5A,UCdNPM5TWy2s4kMwcmJ_2c5A,https://soundcloud.com/user-737449330,user-737449330,,,https://www.facebook.com/pizzzalit,
Is0kenny,https://www.instagram.com/is0kenny/,is0kenny,,,,,https://soundcloud.com/is0kenny,is0kenny,,,,
Fancy,,,,,,,,,,,,http://fancy-online.com/
Isak Roen,,,,,,,,,,,,
Booter Bee,,,,,,,,,,,,
Cardellino,https://www.instagram.com/cardellino/,cardellino,,,https://www.youtube.com/channel/UCuR4nfVhZAVbxc7f_vP9X4A,UCuR4nfVhZAVbxc7f_vP9X4A,https://soundcloud.com/cardellinomuzik,cardellinomuzik,https://twitter.com/TheCardellino,TheCardellino,,
yyy891,,,,,,,,,,,,
Jamin,,,,,,,,,,,,
Tadeo,,,,,,,,,,,https://www.facebook.com/pages/Tadeo/20532605794,
yasins,,,,,,,,,,,,
Late Night Tones,,,,,https://music.youtube.com/channel/UCaMP4UlFq22XlbYJOphR_FA,UCaMP4UlFq22XlbYJOphR_FA,https://soundcloud.com/latenighttones,latenighttones,,,,
mell-ø,,,,,,,,,https://twitter.com/MELLMIRAGE,MELLMIRAGE,,http://www.geneon-ent.co.jp/rondorobe/music/ive/mell/
Dina Ayada,https://www.instagram.com/dinaayada/,dinaayada,,,,,,,,,https://www.facebook.com/dinaayadamusic,
Yunggoth✰,,,,,,,,,,,,
1.Cuz,https://www.instagram.com/1.cuz/,1.cuz,,,https://www.youtube.com/channel/UCl6f0sYGUhqXdMABKC2-lYA,UCl6f0sYGUhqXdMABKC2-lYA,https://soundcloud.com/1cuz,1cuz,,,,
MATORO,,,,,,,,,,,,
RHYME,,,,,,,,,,,https://www.facebook.com/rhymeband,
Sha Gz,https://www.instagram.com/sha_gz__/,sha_gz__,,,,,,,,,,
Big Ro6,,,,,,,,,,,,
BigMoney,,,,,,,,,,,,
Peysoh,,,,,,,,,,,,
Kamaiyah,https://www.instagram.com/itskamaiyah/,itskamaiyah,https://www.tiktok.com/@kamaiyah,kamaiyah,https://www.youtube.com/Kamaiyah,Kamaiyah,https://soundcloud.com/kamaiyah,kamaiyah,https://twitter.com/kamaiyah,kamaiyah,https://www.facebook.com/itskamaiyah,http://www.itskamaiyah.com/
Madchild,https://www.instagram.com/madchild/,madchild,,,https://www.youtube.com/channel/UCBJcLcYDDLHNRZF96P9Hz5g,UCBJcLcYDDLHNRZF96P9Hz5g,,,https://twitter.com/madchild57,madchild57,https://www.facebook.com/Madchild.Official,
The Covey Band,,,,,,,,,,,,
Mato Seco,,,,,,,,,,,,
R3dd,,,,,,,,,,,,
Chyde,,,,,,,,,,,,
Frappe Ash,,,,,,,,,,,,
Bsav GP,,,,,,,,,,,,
Phil Walker,,,,,,,,,,,,
Zmeyev,https://www.instagram.com/zmeyev/,zmeyev,,,https://www.youtube.com/channel/UC9kquwVZoJ3k1KGws82whDg,UC9kquwVZoJ3k1KGws82whDg,https://soundcloud.com/zmeyev,zmeyev,https://twitter.com/zmeyev123,zmeyev123,https://www.facebook.com/zmeyev,
Fonky Family,,,,,,,,,,,,
CDGuntee,,,,,,,,,,,,
La Banda Baston,,,,,,,https://soundcloud.com/labandabaston,labandabaston,https://twitter.com/LaBandaBaston,LaBandaBaston,https://www.facebook.com/BastonLaBanda,
Emz,https://www.instagram.com/emzbars/,emzbars,https://www.tiktok.com/@emzbars,emzbars,,,https://soundcloud.com/emzbars,emzbars,https://twitter.com/EmzBars,EmzBars,,
GAWNE,,,,,,,,,,,,
1019,,,,,,,,,,,,
ALBLAK 52,,,,,,,,,,,,
LMC,,,,,,,,,,,,
TOKYOSLEEP,,,,,,,,,,,,
Gemello,,,,,,,,,,,,
Suicide,https://www.instagram.com/suicidecommando_official/,suicidecommando_official,,,https://music.youtube.com/channel/UCrsvJ1npu-ox0CnncGhq2QA,UCrsvJ1npu-ox0CnncGhq2QA,https://soundcloud.com/suicide-commando-1,suicide-commando-1,https://twitter.com/suicidec0mmand0,suicidec0mmand0,https://www.facebook.com/IIXIII,http://www.suicidecommando.be/
AKA,,,,,,,,,,,,
Bossa,,,,,,,,,,,,
MadeInParis,,,,,,,,,,,,
Naim Daniel,,,,,,,,,,,,
Lil 2z,,,,,,,,,,,,
Guizmo,,,,,,,,,,,,
Fixupboy,,,,,,,,,,,,
Skyfall Beats,https://www.instagram.com/skyfallbeat/,skyfallbeat,https://www.tiktok.com/@skyfallbeat,skyfallbeat,https://www.youtube.com/@skyfallbeats,@skyfallbeats,,,,,,
anders,,,,,,,,,,,,
DVM,,,,,,,,,,,,
k1n1ch,,,,,,,,,,,,
Doodie Lo,https://www.instagram.com/otf_doodielo/,otf_doodielo,,,,,,,https://twitter.com/otfdoodielo,otfdoodielo,,
Okwanda,,,,,,,,,,,,
Fyahbwoy,,,,,,,,,,,,
Lil Candy Paint,,,,,,,,,,,,
Daima,,,,,https://www.youtube.com/channel/UCx7Ii8BQ1s0u7aqnMh76tUA/,UCx7Ii8BQ1s0u7aqnMh76tUA,,,,,https://www.facebook.com/Daima.Official,
Jazzy Bazz,https://www.instagram.com/jazzy_bazz/,jazzy_bazz,,,,,,,https://twitter.com/JazzyBazz,JazzyBazz,https://www.facebook.com/pages/Jazzy-Bazz/160059460723626,
Escomar,,,,,,,,,,,,
Lockdown,,,,,,,,,,,,
Kosa,,,,,,,,,,,,
Swiss & Die Andern,,,,,,,,,,,,
Mister V,,,,,,,,,,,,
Tu$ Brother$,,,,,,,,,,,,
Grover,,,,,,,,,https://twitter.com/grovergardner,grovergardner,,
Graya,,,,,,,,,,,,
Allame,,,,,,,,,,,,
Kaito Shoma,,,,,,,,,,,,
Gocho,https://www.instagram.com/ellapizdeplatino/,ellapizdeplatino,,,https://www.youtube.com/channel/UCdeeznuDNSz-_0JgxP2lOxg,UCdeeznuDNSz-_0JgxP2lOxg,,,https://twitter.com/gochomusic,gochomusic,,
24hrs,https://www.instagram.com/24hrs/,24hrs,,,,,https://soundcloud.com/roycerizzy,roycerizzy,https://twitter.com/2fourhrs,2fourhrs,https://www.facebook.com/2fourhrs,
Lauri Haav,,,,,,,,,,,,
Buddy,,,,,,,,,,,,
Nesty,https://www.instagram.com/realboynesty/,realboynesty,,,,,,,,,https://www.facebook.com/Realboynesty,
SonReal,,,,,,,,,https://twitter.com/therealsonreal,therealsonreal,https://www.facebook.com/therealsonreal,http://www.sonreal.ca/
Ajey Nagar (CarryMinati),,,,,,,,,,,,
Cutty Vibez,,,,,,,,,,,,
Neelo,,,,,,,,,,,,
Big Shaq,,,,,,,,,,,,
Alizzz,,,,,,,,,,,,
Tuli,,,,,,,,,,,,
Kavabanga Depo Kolibri,,,,,,,,,,,,
Sling Dilly,,,,,,,,,,,,
Bocca Myers,,,,,,,,,,,,
SLVG,https://www.instagram.com/slvg420/,slvg420,,,https://www.youtube.com/channel/UCEXdcSErYDG6CpHX0EUDO4g,UCEXdcSErYDG6CpHX0EUDO4g,https://soundcloud.com/slvg420,slvg420,https://twitter.com/slvg420,slvg420,https://www.facebook.com/slvg420,
Die P,https://www.instagram.com/mach.platz/,mach.platz,https://www.tiktok.com/@diepmachplatz,diepmachplatz,https://www.youtube.com/channel/UCJNjUbZdkGgMUkd0-c3JBzg,UCJNjUbZdkGgMUkd0-c3JBzg,,,,,https://www.facebook.com/Die-P-1586118904985925,
Vin Jay,,,,,,,,,,,,
CMK,,,,,,,,,,,,
Wizz Havinn,,,,,,,,,,,,
Fatboi Raccoon,,,,,,,,,,,,
OmenXIII,,,,,,,,,,,,
Noir,,,,,,,,,,,,
Dj Sad,https://www.instagram.com/djsad_officiel/,djsad_officiel,,,https://www.youtube.com/channel/UCP9GWc2Aw3ORkrlb9v3hojw,UCP9GWc2Aw3ORkrlb9v3hojw,,,,,,
LEO,,,,,,,,,,,https://www.facebook.com/leo.ferre.officiel,http://www.leo-ferre.com/
Ron Lopata,,,,,,,,,,,,
Baen Mow,,,,,,,https://soundcloud.com/bencze-molnar,bencze-molnar,,,,
Norick,,,,,,,,,,,,
Space Laces,,,,,,,,,,,,
Stonebwoy,,,,,,,,,,,,
GDM,,,,,,,,,,,,
Into the Harmonies,,,,,,,,,,,,
Richard Carter,,,,,,,,,,,,
TOIL,,,,,,,,,,,,
Rastachai,,,,,,,,,,,,
Ikoniko,,,,,,,,,,,,
Alison Limerick,,,,,,,,,,,,
La Caution,,,,,,,,,,,,
Ill Pekeño,,,,,,,,,,,,
Tinchy Stryder,,,,,https://www.youtube.com/channel/UCSgC9c7OhmoEbjwtECtCbQA,UCSgC9c7OhmoEbjwtECtCbQA,,,https://twitter.com/tinchystryder,tinchystryder,https://www.facebook.com/tinchystryder,http://www.starinthehood.net/
DJ SoulChild AC,,,,,,,,,,,,
Orsolya Safar,,,,,,,,,,,,
Miszel,,,,,,,,,,,,
LoFi Waiter,https://www.instagram.com/lofiwaiter/,lofiwaiter,,,,,,,,,,
Lil Troca,,,,,,,,,,,,
RZA,,,,,,,,,,,,
2T Flow,,,,,,,,,,,,
Jack Kays,https://www.instagram.com/jackkays/,jackkays,,,,,,,,,,
WEEDMANE,,,,,,,,,,,,
Pil C,,,,,,,,,,,,
Ardo,https://www.instagram.com/ardoofficial/,ardoofficial,,,,,https://soundcloud.com/ardoofficial,ardoofficial,,,https://www.facebook.com/Ardoofficial,
Roger,,,,,,,,,,,https://www.facebook.com/RogerWhittakerFans,https://www.rogerwhittaker.com/
Chavanté,,,,,,,,,,,,
Tibery,,,,,,,,,,,,
Addict.,,,,,,,,,,,,
Pigeon John,,,,,,,,,,,https://www.facebook.com/dothepigeon,http://www.pigeonjohn.com/
DJ Zaro,,,,,,,,,,,,
flvmey,,,,,,,,,,,,
Lil Pani,,,,,,,,,,,,
FloFilz,https://www.instagram.com/flo_filz/,flo_filz,,,,,https://soundcloud.com/flofills,flofills,,,https://www.facebook.com/flofilz,
Lil' Keke,https://www.instagram.com/donke713/,donke713,,,https://www.youtube.com/channel/UCeAVJtjBBVp_4lsUUhxx4Ow,UCeAVJtjBBVp_4lsUUhxx4Ow,,,https://twitter.com/DonKe713,DonKe713,https://www.facebook.com/Lil-Keke-Da-Don-32818774102,
2 Mètres,,,,,,,,,,,,
Malie Donn,,,,,,,,,,,,
Kikimoteleba,,,,,,,,,,,,
Suicideyear,,,,,,,https://soundcloud.com/suicideyear,suicideyear,https://twitter.com/suicideyear,suicideyear,https://www.facebook.com/Suicideyear,
Dario Lessing,https://www.instagram.com/dario_lessing/,dario_lessing,,,https://music.youtube.com/channel/UCJCLTOuxKmpBNR_8Da0jWuQ,UCJCLTOuxKmpBNR_8Da0jWuQ,,,,,,
Yanix,,,,,https://www.youtube.com/channel/UCDCc_T19H_pfVHRmOhEvRvg,UCDCc_T19H_pfVHRmOhEvRvg,https://soundcloud.com/1yanix,1yanix,,,,
Jovaan,,,,,,,,,,,,
Kempi,,,,,,,,,,,,http://www.tiskempi.nl/
Notation,,,,,https://music.youtube.com/channel/UChT8on6ST_r7JQi9BNMmRnA,UChT8on6ST_r7JQi9BNMmRnA,https://soundcloud.com/catchthewaveyo,catchthewaveyo,,,,
SecretRank,,,,,,,,,,,,
Valter Soll,,,,,,,,,,,,
AJ Wav,,,,,,,,,,,,
DaBro,https://www.instagram.com/dabro_music/,dabro_music,,,https://www.youtube.com/channel/UCWd_ibVjSFOkm25PK27LDsQ,UCWd_ibVjSFOkm25PK27LDsQ,https://soundcloud.com/dabro_music,dabro_music,,,https://www.facebook.com/MusicDabro,https://dabroconcert.com/
prodbysky,,,,,,,,,,,,
nate2timez,,,,,https://music.youtube.com/channel/UCNJA5wKnvtcGdl4uruk1CGw,UCNJA5wKnvtcGdl4uruk1CGw,,,,,,
Eugy Official,,,,,,,,,,,,
Dree Low,,,,,,,,,,,,
Pardison Fontaine,https://www.instagram.com/lifeofthepardi/,lifeofthepardi,,,https://www.youtube.com/channel/UCtoUQvukM3Vqqjk3pORmH5w,UCtoUQvukM3Vqqjk3pORmH5w,https://soundcloud.com/pardi/woooa,woooa,https://twitter.com/lifeofthepardi,lifeofthepardi,https://www.facebook.com/pardi.fontaine,
The Egyptian Lover,https://www.instagram.com/thegyptianlover/,thegyptianlover,,,,,,,https://twitter.com/thegyptianlover,thegyptianlover,https://www.facebook.com/ThEgyptianLover,
Predella,,,,,,,,,,,,
Lil Wyte,,,,,,,,,,,,https://wytestore.com/
Low-Red,,,,,,,,,,,,
Kiełas,,,,,,,,,,,,
Juh-Dee,https://www.instagram.com/juhdee/,juhdee,,,,,,,https://twitter.com/JuhDee,JuhDee,,
Houston,https://www.instagram.com/whitneyhouston/,whitneyhouston,https://www.tiktok.com/@whitneyhouston,whitneyhouston,https://www.youtube.com/channel/UC7fzrpTArAqDHuB3Hbmd_CQ,UC7fzrpTArAqDHuB3Hbmd_CQ,https://soundcloud.com/whitneyhouston,whitneyhouston,,,https://www.facebook.com/WhitneyHouston,http://www.whitneyhouston.com/
Dee MC,,,,,,,,,,,,
Melodico,,,,,,,,,,,,
Dargen D'Amico,https://www.instagram.com/dargendamico/,dargendamico,,,https://www.youtube.com/channel/UCHwmFPQNIyLwCkvcU8oMEhQ,UCHwmFPQNIyLwCkvcU8oMEhQ,,,https://twitter.com/dargendamico,dargendamico,https://www.facebook.com/37526934033,
Lil Toe,https://www.instagram.com/liltoe/,liltoe,https://www.tiktok.com/@itsliltoe,itsliltoe,https://www.youtube.com/channel/UCIuAU0YWsmLLVqJ1I62UMow,UCIuAU0YWsmLLVqJ1I62UMow,https://soundcloud.com/liltoenail,liltoenail,https://twitter.com/itsliltoe,itsliltoe,https://www.facebook.com/itsliltoe,
Vinta,,,,,,,,,,,,https://www.vintamusic.com/
Parimal Shais,,,,,,,,,,,,
Kalazh44,https://www.instagram.com/kalazh44/,kalazh44,,,,,https://soundcloud.com/kalazh44,kalazh44,,,https://www.facebook.com/Kalazh44,
Frankie J,https://www.instagram.com/therealfrankiej/,therealfrankiej,,,,,,,https://twitter.com/therealfrankiej,therealfrankiej,https://www.facebook.com/FrankieJOfficial,http://www.frankiejonline.com/
Blue Ivy,,,,,,,,,,,,
Rapper Tery,,,,,,,,,,,,
Jayo,,,,,,,https://soundcloud.com/jayofelony,jayofelony,,,,
Massaru,,,,,,,,,,,,
Silar Kilos De Estilo,,,,,,,,,,,,
Miranda,https://www.instagram.com/mirandalambert/,mirandalambert,,,https://www.youtube.com/channel/UCcXCBBTLkEZJ9yk5y6pje-g,UCcXCBBTLkEZJ9yk5y6pje-g,https://soundcloud.com/mirandalambert,mirandalambert,https://twitter.com/mirandalambert,mirandalambert,https://www.facebook.com/mirandalambert,http://www.mirandalambert.com/
$atori Zoom,,,,,,,,,,,,
BandoKay,,,,,,,,,,,,
Khaled,https://www.instagram.com/chebkhaledofficial/,chebkhaledofficial,,,https://www.youtube.com/channel/UCCcdzVT1LwAdD7pozFar8TA,UCCcdzVT1LwAdD7pozFar8TA,,,,,https://www.facebook.com/KhaledOfficial,http://www.khaled-lesite.com/
Gymskin,,,,,,,,,,,,
Marvel Boy,,,,,,,,,,,,
GUYGEEGEE,,,,,,,,,,,,
Sadek,,,,,,,,,,,,
Vizual Dealer,,,,,,,,,,,,
Ego,,,,,,,,,,,,
Sanikwave,,,,,,,,,,,,
Eves Laurent,https://www.instagram.com/eveslaurent/,eveslaurent,,,,,,,,,,
Dior,https://www.instagram.com/ianndior/,ianndior,,,https://www.youtube.com/channel/UCtpzjafUx5qbmxJdqm4-qmg,UCtpzjafUx5qbmxJdqm4-qmg,https://soundcloud.com/ianndior,ianndior,https://twitter.com/ianndior,ianndior,https://www.facebook.com/ianndiorofficial,https://www.ianndior.com/
Maxe,,,,,,,,,,,,
Spencer Hunt,,,,,,,,,,,,
Leroy La L,,,,,,,,,,,,
Anna Cathcart,,,,,,,,,,,,
Josef Homola,,,,,,,,,,,,
Mente Fuerte,,,,,,,,,,,,
Rxven,,,,,,,,,,,,
Jonesmann,,,,,,,,,,,,http://www.jonesmann.de/
Destiny,,,,,,,,,,,,
Troy Ave,,,,,,,,,,,,
Zizan Razak,,,,,,,,,,,,
Dollar Selmouni,,,,,,,,,,,,
KiNG MALA,,,,,,,,,,,,
Три дня дождя,,,,,,,,,,,,
DJ SpinKing,,,,,,,,,,,,
Adash,https://www.instagram.com/adash47___/,adash47___,,,,,,,,,https://www.facebook.com/DjAdash,
Opiat,,,,,,,,,,,,
JKay,,,,,,,,,,,,
A.V.G,,,,,,,,,,,,
G Perico,https://www.instagram.com/bgperico/,bgperico,,,https://www.youtube.com/gperico1,gperico1,https://soundcloud.com/g-perico-1,g-perico-1,https://twitter.com/bgperico,bgperico,https://www.facebook.com/BGPerico,
SKY RAE,,,,,,,,,,,,
SwitchOTR,,,,,,,,,,,,
Rich Boy,https://www.instagram.com/richboy21st/,richboy21st,,,https://www.youtube.com/channel/UCCM43wZ09hk5Srz1Z8dUyYQ,UCCM43wZ09hk5Srz1Z8dUyYQ,https://soundcloud.com/richboy_21st,richboy_21st,https://twitter.com/_Richboy,_Richboy,https://www.facebook.com/RichBoy,http://www.richboyonline.com/
DIEGOTE,,,,,,,,,,,,
Yung Adisz,,,,,,,,,,,,
HunnaV,,,,,,,,,,,,
RB030,,,,,,,,,,,,
Bramsito,,,,,,,,,,,,
Tima Belorusskih,,,,,,,,,,,,
Fjellrev,https://www.instagram.com/fjellrev_official/,fjellrev_official,https://www.tiktok.com/@fjellrev_official,fjellrev_official,,,https://soundcloud.com/simen-hovde-seppelae,simen-hovde-seppelae,,,,
Magic Juan,https://www.instagram.com/magicjuanelduro/,magicjuanelduro,,,https://music.youtube.com/channel/UCmjTlEhrNputOJWDJounQpw,UCmjTlEhrNputOJWDJounQpw,,,https://twitter.com/magicjuanelduro,magicjuanelduro,https://www.facebook.com/magicjuanelduro,
Mokali,,,,,,,,,,,,
Wun Two,,,,,,,,,,,,
Franko,,,,,,,,,,,,
Adrián Úlfur,,,,,,,,,,,,
Ate,,,,,,,,,,,,
Nocny,,,,,,,,,,,,
La Traine,,,,,,,,,,,,
Pizzol,,,,,,,,,,,,
Exile,,,,,,,,,,,,
3 Um Só,,,,,,,,,,,,
Saucy Santana,,,,,https://www.youtube.com/channel/UC3KsJZpjtpPAoEVc5_-pHmg,UC3KsJZpjtpPAoEVc5_-pHmg,https://soundcloud.com/saucysantana,saucysantana,https://twitter.com/SaucySantana_,SaucySantana_,,
Foking,https://www.instagram.com/foco_foking/,foco_foking,,,https://www.youtube.com/@focofoking7700,@focofoking7700,,,https://twitter.com/foco_foking,foco_foking,,
Talal Qureshi,https://www.instagram.com/talalqureshi/,talalqureshi,,,,,,,https://twitter.com/talalqureshi,talalqureshi,https://www.facebook.com/talalqureshi,
GreyRock,,,,,,,,,,,,
Desire,,,,,,,,,,,,
SKY-HI,,,,,,,,,,,,
FindMyName,https://www.instagram.com/nocap_findmyname/,nocap_findmyname,https://www.tiktok.com/@thefindmynamebeats,thefindmynamebeats,https://www.youtube.com/channel/UCB1EYRs-lpHy0uZCzsWVibw,UCB1EYRs-lpHy0uZCzsWVibw,,,https://twitter.com/FindMyName17,FindMyName17,,
Boss Doms,,,,,,,,,,,,
Zeamsone,,,,,,,,,,,,
Oopsy,,,,,,,,,,,,
LA YOUNG,,,,,,,,,,,,
Toby Love,,,,,,,,,,,,
Sylendanna,,,,,,,,,,,,
Sampa the Great,https://www.instagram.com/sampa_the_great/,sampa_the_great,,,https://www.youtube.com/channel/UCHPHV1vMBvc-hce4Z5xP88A,UCHPHV1vMBvc-hce4Z5xP88A,https://soundcloud.com/sampa-tembo,sampa-tembo,https://twitter.com/sampa_the_great,sampa_the_great,https://www.facebook.com/sampathegreat,https://ninjatune.net/artist/sampa-the-great
урал гайсин,,,,,,,,,,,,
666,,,,,,,,,,,https://www.facebook.com/666official,http://www.666-homepage.com/
ART,,,,,,,,,,,https://www.facebook.com/arttatum,
Przyłu,,,,,,,,,,,,
luxusbeats,,,,,,,,,,,,
Nik & Jay,,,,,https://www.youtube.com/user/NexusMusicTV,NexusMusicTV,,,https://twitter.com/nikandjay,nikandjay,https://www.facebook.com/nikandjay,http://www.nikogjay.dk/
Alpha Noise,,,,,,,,,,,,
margiela,,,,,,,,,,,,
Alistair Alvin,,,,,,,,,,,,
Jiyo,https://www.instagram.com/jiyomontana33/,jiyomontana33,,,,,,,,,,
UCLÃ,,,,,,,,,,,,
Ceg,,,,,,,,,,,,
M24,https://www.instagram.com/m24official1/,m24official1,,,https://www.youtube.com/channel/UCgEkLcmsYyPGyX_HyOxmX2g,UCgEkLcmsYyPGyX_HyOxmX2g,,,https://twitter.com/m24official1,m24official1,,
Bucks Boy,,,,,,,,,,,,
Kado,,,,,,,,,,,,
oktxy,,,,,,,,,,,,
V $ X V PRiNCE,,,,,,,,,,,,
Wishes and Dreams,,,,,,,,,,,,
870glizzy,,,,,,,,,,,,
brakence,,,,,,,,,,,,
Bryan White,,,,,,,,,,,,http://www.bryanwhite.com/
majtis,,,,,,,,,,,,
Muelas De Gallo,,,,,,,,,,,,
DrefGold,,,,,,,,,,,,
Bahamadia,,,,,,,,,,,,http://www.bahamadiamusic.com/
SAF,https://www.instagram.com/officielsaf/,officielsaf,,,https://www.youtube.com/channel/UCodyzKcWyu5M3G7CG1oX1ZQ,UCodyzKcWyu5M3G7CG1oX1ZQ,https://soundcloud.com/safofficial,safofficial,,,https://www.facebook.com/safmusic,
Ryan Celsius Sounds,,,,,https://www.youtube.com/RyanCelsiusMusic,RyanCelsiusMusic,,,,,,https://www.ryancelsius.com/
Aiden Archer,,,,,,,,,,,,
Jordan,,,,,,,,,,,,
MR Tyson,,,,,,,,,,,,
GUNNER,,,,,,,,,,,,
7sirens,,,,,,,,,,,,
F1rstman,https://www.instagram.com/f1rstmanofficial/,f1rstmanofficial,,,https://www.youtube.com/user/f1rstman070,f1rstman070,https://soundcloud.com/f1rstmanmusic,f1rstmanmusic,https://twitter.com/f1rstmanvdngs,f1rstmanvdngs,https://www.facebook.com/F1rstman,
azayaka,,,,,https://music.youtube.com/channel/UCd4Ad7ehHMcLvF7zh7urnlA,UCd4Ad7ehHMcLvF7zh7urnlA,,,,,,
LAAS,https://www.instagram.com/LAAS/,LAAS,,,,,,,,,,
Juice Boy,https://www.instagram.com/juice.boy.999/,juice.boy.999,,,https://www.youtube.com/channel/UCxOx3QauamrTBB6_CzWMI-Q,UCxOx3QauamrTBB6_CzWMI-Q,,,,,,
Winno,,,,,https://www.youtube.com/channel/UCQjG3TkRi0OlKjDEpfr__tQ,UCQjG3TkRi0OlKjDEpfr__tQ,https://soundcloud.com/winnodamidside,winnodamidside,,,https://www.facebook.com/darealwinno,
Nopetsallowed,,,,,,,,,,,,
asumuh,,,,,,,,,,,,
Dani M,,,,,,,,,,,https://www.facebook.com/pages/Dani-M/212076102159873,
BigWalkDog,https://www.instagram.com/bigwalkdog1/,bigwalkdog1,,,https://www.youtube.com/channel/UCt5BMRlxtGQJ7hyqpr4Mg-A,UCt5BMRlxtGQJ7hyqpr4Mg-A,,,,,,https://www.bigwalkdogmusic.com/
Banshee,https://www.instagram.com/bansheebbyy/,bansheebbyy,,,https://www.youtube.com/channel/UCk8zyI58GhXkAXIycRxDvTw,UCk8zyI58GhXkAXIycRxDvTw,https://soundcloud.com/bansheebby,bansheebby,https://twitter.com/bansheebbyy,bansheebbyy,,https://banshee-shop.myshopify.com/
Ramoon,https://www.instagram.com/ramoon/,ramoon,https://www.tiktok.com/@ramoonmusica,ramoonmusica,https://www.youtube.com/channel/UCuP0NK4W6b5TMwjS1t0k8VA,UCuP0NK4W6b5TMwjS1t0k8VA,,,https://twitter.com/ramoonmusica,ramoonmusica,https://www.facebook.com/prodramoon,https://prodramoon.com/
DJ Noiz,,,,,,,,,,,,
TIEFBASSKOMMANDO,https://www.instagram.com/tiefbasskommando/,tiefbasskommando,https://www.tiktok.com/@tiefbasskommando123,tiefbasskommando123,https://www.youtube.com/channel/UCBx078NNXwNIIWll1ZcjjAg,UCBx078NNXwNIIWll1ZcjjAg,,,,,,https://www.tiefbasskommando.de/
Lil Phat,,,,,,,,,,,,
Munic HB,,,,,,,,,,,,
turrobaby,https://www.instagram.com/turrobaby/,turrobaby,,,,,,,https://twitter.com/turrobaby,turrobaby,,
Sigourney K,,,,,,,,,,,https://www.facebook.com/sigourneyk,
Pink Guy,https://www.instagram.com/papafranku/,papafranku,,,https://www.youtube.com/user/TVFilthyFrank,TVFilthyFrank,https://soundcloud.com/filthy_frank,filthy_frank,https://twitter.com/FilthyFrank,FilthyFrank,https://www.facebook.com/TheFilthyFrank,
