artist_name,soundcharts_uuid,spotify_id,instagram_url,instagram_handle,tiktok_url,tiktok_handle,youtube_url,youtube_channel_id,soundcloud_url,soundcloud_handle,twitter_url,twitter_handle,facebook_url,website_url,lookup_status,error_message
Drake,11e81bbf-8dca-ff1a-af94-a0369fe50396,3TVXtAsR1Inumwj472S9r4,https://instagram.com/champagnepapi,champagnepapi,https://tiktok.com/@drakeofficials1,drakeofficials1,https://www.youtube.com/channel/UCByOQJjav0CUDwxCk-jVNRQ,UCByOQJjav0CUDwxCk-jVNRQ,https://soundcloud.com/1078461,octobersveryown,https://twitter.com/drake,drake,,,success,
Taylor Swift,11e81bc1-deb4-6ac2-8633-a0369fe50396,06HL4z0CvFAxyc27GXpf02,https://instagram.com/taylorswift,taylorswift,https://tiktok.com/@taylorswift,taylorswift,https://www.youtube.com/channel/UCqECaJ8Gagnn7YCbPEzWH6g,UCqECaJ8Gagnn7YCbPEzWH6g,https://soundcloud.com/taylorswiftofficial,taylorswiftofficial,https://twitter.com/taylorswift13,taylorswift13,https://facebook.com/TaylorSwift,,success,
Kendrick Lamar,11e81bbc-c601-d802-bca1-a0369fe50396,2YZyLoL8N0Wb9xBt1NhZWg,https://instagram.com/kendricklamar,kendricklamar,,,https://www.youtube.com/channel/UC3lBXcrKFnFAFkfVk5WuKcQ,UC3lBXcrKFnFAFkfVk5WuKcQ,https://soundcloud.com/kendrick-lamar-music,kendrick-lamar-music,https://twitter.com/kendricklamar,kendricklamar,https://facebook.com/kendricklamar,,success,
Billie Eilish,11e81bcc-9c1c-ce38-b96b-a0369fe50396,6qqNVTkY8uBg9cP3Jd7DAH,https://instagram.com/billieeilish,billieeilish,https://www.tiktok.com/@billieeilish,billieeilish,https://www.youtube.com/channel/UCiGm_E4ZwYSHV3bcW1pnSeQ,UCiGm_E4ZwYSHV3bcW1pnSeQ,https://soundcloud.com/87105617,billieeilish,https://twitter.com/billieeilish,billieeilish,https://facebook.com/billieeilish,,success,
Bad Bunny,11e81bc0-96ed-54e8-b12c-a0369fe50396,4q3ewBCX7sLwd24euuV69X,https://instagram.com/badbunnypr,badbunnypr,https://tiktok.com/@badbunny,badbunny,https://www.youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,UCmBA_wu8xGg1OfOkfW13Q0Q,https://soundcloud.com/badbunny15,badbunny15,https://twitter.com/badbunnypr,badbunnypr,https://facebook.com/BadBunnyOfficial,,success,
